term,document_count,percent
nervus,6,1.0
erholung,6,1.0
patellae,6,1.0
flexion,6,1.0
polypektomie,6,1.0
gonalgie,6,1.0
magenkrebs,6,1.0
brennenden empfunden,6,1.0
ovarektomie,6,1.0
heberden,6,1.0
jungend,6,1.0
ambulanter,6,1.0
linker,6,1.0
auftreten würde,6,1.0
weich durst,6,1.0
brustwirbelsäulenbereich,6,1.0
täglich normal,6,1.0
verstorben vater,6,1.0
sojaprodukte,6,1.0
dyspnoe,6,1.0
bekomme,6,1.0
links tinnitus,6,1.0
karpaltunnel,6,1.0
bestehende rezidivierend,6,1.0
einhergehend symptomatik,6,1.0
pflaster nikotin,6,1.0
häufigen kopfschmerzen,6,1.0
ausgeprägten nacken,6,1.0
beschwerden belastungsabhängige,6,1.0
wechselnder lokalisation,6,1.0
betroffen schmerzen,6,1.0
spezifischen,6,1.0
jahren bestünden,6,1.0
normalem übergewichtem,6,1.0
mellitus hypothyreose,6,1.0
leidet zudem,6,1.0
letzten fünf,6,1.0
kurzfristige,6,1.0
mittelfingers,6,1.0
feuchtes,6,1.0
aufgesucht,6,1.0
birke,6,1.0
fehlt,6,1.0
schmerzverstärkend seien,6,1.0
phasen erhöhter,6,1.0
gynäkologische schwangerschaften,6,1.0
müdigkeitssyndrom ganzkörperschmerzen,6,1.0
bestimmten bewegungen,6,1.0
paar jahren,6,1.0
blasenkrebs,6,1.0
fibromyalgie leiden,6,1.0
stetig schleichend,6,1.0
hätten stetig,6,1.0
leiden deutliche,6,1.0
müdigkeitssyndrom reizdarmsyndrom,6,1.0
reizblase,6,1.0
beschwerdelinderung candecor,6,1.0
steatosis hepatis,6,1.0
teile körpers,6,1.0
verschiedene teile,6,1.0
schmerzen wandern,6,1.0
empfunden ganz,6,1.0
rötung,6,1.0
auffälligkeiten,6,1.0
variiert,6,1.0
intensivsten,6,1.0
erhält,6,1.0
blut schleimbeimengungen,6,1.0
normal durstgefühl,6,1.0
wandern verschiedene,6,1.0
unterschiedlichen,6,1.0
traditionellen chinesischen,6,1.0
ausprobiert,6,1.0
beschriebenen,6,1.0
apoplex,6,1.0
vierten,6,1.0
durchgemacht,6,1.0
leidet aufenthalt,6,1.0
weich vermehrte,6,1.0
prostatahyperplasie schwitzen,6,1.0
wohltuend empfunden,6,1.0
fatigue symptomatik,6,1.0
metamizol übliche,6,1.0
beinen schmerzqualität,6,1.0
jahr erheblich,6,1.0
kranial,6,1.0
migräneattacken,6,1.0
arthroskopischer,6,1.0
verwendung,6,1.0
schlaf einschlafstörungen,6,1.0
fiber,6,1.0
hyperlipidämie durchschlafstörungen,6,1.0
pubertät,6,1.0
anforderungen,6,1.0
ansprechen,6,1.0
wärme zudem,6,1.0
bandscheibenvorfall bereich,6,1.0
gerecht bestehen,6,1.0
bessere lebensqualität,6,1.0
erhöhten,6,1.0
weinig,6,1.0
schleichend verschlimmert,6,1.0
dekristol bedarfsmedikation,6,1.0
stirn schmerzen,6,1.0
oberen unteren,6,1.0
depressive verstimmung,6,1.0
hauptursache nennt,6,1.0
mellitus arterielle,6,1.0
eindeutige,6,1.0
kehrten,6,1.0
fallen,6,1.0
bestehe jahren,6,1.0
kopfschmerzen leidet,6,1.0
jahr verschlechtert,6,1.0
operation rechten,6,1.0
depressive episode,6,1.0
harnblase,6,1.0
vielmehr,6,1.0
gesamten kopf,6,1.0
fühle energielos,6,1.0
ständiger nacken,6,1.0
völliger erschöpfung,6,1.0
bewegungseinschränkung linken,6,1.0
lebensqualität führen,6,1.0
verbessert wieder,6,1.0
neuralgie,6,1.0
sämtliche,6,1.0
risikofaktoren teilweise,6,1.0
adipositas grad,6,1.0
dynamischer,6,1.0
charakter pfeifen,6,1.0
früheres,6,1.0
vorliegen,6,1.0
stelle,6,1.0
leberzirrhose,6,1.0
ring,6,1.0
stressbelasteten,6,1.0
aufnahmegespräch acht,6,1.0
wesentlich,6,1.0
speisen,6,1.0
allgemeinen,6,1.0
schmerzbedingte,6,1.0
eingenommen,6,1.0
thematisiert,6,1.0
stechend brennend,6,1.0
zudem bestünden,6,1.0
früheres erwachen,6,1.0
aufenthaltes,6,1.0
abgesehen,6,1.0
lenzetto,6,1.0
polypen,6,1.0
zudem zwei,6,1.0
verstimmung,6,1.0
läge,6,1.0
psychosozialen,6,1.0
spürbaren,6,1.0
wetterfühlig,6,1.0
erwähnenswert,6,1.0
andrologische,6,1.0
tags nachts,6,1.0
seien fühle,6,1.0
umstellungsosteotomie,6,1.0
lassen,6,1.0
sigma,6,1.0
bauchkrämpfen,6,1.0
atemwege,6,1.0
zeit wieder,6,1.0
diathese,6,1.0
ausgeprägte durchschlafstörungen,6,1.0
kraftlosigkeit begleitend,6,1.0
extreme,6,1.0
gemischt,6,1.0
atopisches ekzem,6,1.0
fluktuationen,6,1.0
unterhalb,6,1.0
muskelverspannung,6,1.0
aspirin,6,1.0
muskeln,6,1.0
erhöhter beanspruchung,6,1.0
bestand,6,1.0
psychischer belastung,6,1.0
deutlich reduzierter,6,1.0
äußerten,6,1.0
weitere beschwerden,6,1.0
regel tage,6,1.0
folge jahr,6,1.0
vater arterielle,6,1.0
zudem schmerzen,6,1.0
körperlichen leistungsfähigkeit,6,1.0
brennenden schmerzen,6,1.0
benommenheit häufig,6,1.0
lokal ausstrahlung,6,1.0
blähungen durst,6,1.0
lungenkrebs,6,1.0
schlafbedürfnis besteht,6,1.0
normal heißhunger,6,1.0
besteht leistungsfähigkeit,6,1.0
verschlechtern langes,6,1.0
urin,6,1.0
mehrfache,6,1.0
rezidivierende schmerzen,6,1.0
verminderter körperlicher,6,1.0
eigener,6,1.0
maliger,6,1.0
linken brust,6,1.0
körperlicher kraftlosigkeit,6,1.0
gewichtszunahme durst,6,1.0
fähigkeit abzuschalten,6,1.0
adnexektomie,6,1.0
verschlechtere,6,1.0
überlastungssituation sowohl,6,1.0
krämpfen,6,1.0
ungefähr,6,1.0
rückzug,6,1.0
vena,6,1.0
einschlafen finger,6,1.0
hüfteschmerzen rechts,6,1.0
beeinträchtigt zudem,6,1.0
empfunden handelt,6,1.0
beginnend,6,1.0
muskulär,6,1.0
stentimplantation,6,1.0
häufig kraftlos,6,1.0
novothyral,6,1.0
medialer,6,1.0
tachykardien,6,1.0
jahren beidseitigen,6,1.0
beidseitigen tinnitus,6,1.0
vordergrund steht,6,1.0
bewegungsabhängig,6,1.0
vierzig,6,1.0
bestrahlung,6,1.0
ausstrahlung schmerzqualität,6,1.0
schlaganfälle,6,1.0
becken,6,1.0
stehen linderung,6,1.0
infektion dezember,6,1.0
lärm,6,1.0
bohrend,6,1.0
wenig durstgefühl,6,1.0
besserten,6,1.0
umgebung,6,1.0
verschärft,6,1.0
tags,6,1.0
diarrhö,6,1.0
seien merklich,6,1.0
hemithyreoidektomie,6,1.0
konisation,6,1.0
durschlafstörungen,6,1.0
wohltuend,6,1.0
engegefühl,6,1.0
glas,6,1.0
ziehend linderung,6,1.0
leistungsfähigkeit häufig,6,1.0
verzehr,6,1.0
somatisch grund,6,1.0
schmerzcharakter zudem,6,1.0
sowohl familiären,6,1.0
zwei monate,6,1.0
fühlen belastungsgrenze,6,1.0
verminderte fähigkeit,6,1.0
antriebs körperlichen,6,1.0
zudem zukunfts,6,1.0
freude leben,6,1.0
schmerzen kniegelenken,6,1.0
beschwerden traten,6,1.0
würde beschwerden,6,1.0
menopause acht,6,1.0
wärme leichte,6,1.0
erhofft wieder,6,1.0
anhaltender müdigkeitssymptomatik,6,1.0
körperstellen,6,1.0
betonte,6,1.0
gewissen,6,1.0
hinweise,6,1.0
völlegefühl sodbrennen,6,1.0
analfistel,6,1.0
substitution,6,1.0
zweimal täglich,6,1.0
fühle schlapp,6,1.0
sonstige,6,1.0
penicillin nikotinkonsum,6,1.0
grundschmerz,6,1.0
verbessert aktuelle,6,1.0
voltaren übliche,6,1.0
rezidivierenden beschwerden,6,1.0
körperlich belastbar,6,1.0
epicondylitis humeri,6,1.0
stechend schmerzen,6,1.0
subacromialis subdeltoidea,6,1.0
darmkrebs mutter,6,1.0
geringer,6,1.0
steatosis,6,1.0
auflösender,6,1.0
segmenten,6,1.0
somatische seropositive,6,1.0
gesichert,6,1.0
müde körperlich,6,1.0
paroxysmales vorhofflimmern,6,1.0
reizlose narbenverhältnisse,6,1.0
nachts vorhanden,6,1.0
müdigkeit abgeschlagenheit,6,1.0
empfunden schmerzverstärkung,6,1.0
chinesischen medizin,6,1.0
vierzig jahren,6,1.0
zudem klagte,6,1.0
mutter kardiovaskuläre,6,1.0
geimpft allergien,6,1.0
deutlich beeinträchtigt,6,1.0
würden zunehmend,6,1.0
konzentrationsstörungen merkfähigkeitsstörungen,6,1.0
verdachtsdiagnose,6,1.0
risikofaktoren diabetes,6,1.0
stuhlgang verstopfung,6,1.0
beschwerdelinderung aktuelle,6,1.0
salbe,6,1.0
multiple nahrungsmittelunverträglichkeiten,6,1.0
mirtazapin übliche,6,1.0
lust,6,1.0
teilweise übelkeit,6,1.0
blase,6,1.0
betroffene,6,1.0
zusätzlichen,6,1.0
hyperlipoproteinämie,6,1.0
teile,6,1.0
dilatation,6,1.0
allergien gräser,6,1.0
dekristol übliche,6,1.0
vermehrt manchmal,6,1.0
bier täglich,6,1.0
alkoholkonsum bier,6,1.0
heuschnupfen nikotin,6,1.0
eisenmangelanämie,6,1.0
tage lang,6,1.0
jahren migräne,6,1.0
allergien heuschnupfen,6,1.0
reizdarmsyndrom arterielle,6,1.0
deutlichen schmerzverstärkung,6,1.0
schmerzverstärkung gekommen,6,1.0
jahren deutlichen,6,1.0
sekundäres,6,1.0
rötungen,6,1.0
erschwert,6,1.0
erfolgten,6,1.0
hormonelle,6,1.0
spüre richtige,6,1.0
bewegung ruhe,6,1.0
klingen,6,1.0
schmerzen rahmen,6,1.0
störung panikstörung,6,1.0
gebessert habe,6,1.0
dynamischer belastung,6,1.0
kontrolliert,6,1.0
rezidivierender,6,1.0
glutenunverträglichkeit,6,1.0
manifestiert,6,1.0
gastrointestinalen beschwerden,6,1.0
zudem bestünde,6,1.0
gehen sitzen,6,1.0
spezielle aufnahmegespräch,6,1.0
sogenannten,6,1.0
plantarfasziitis,6,1.0
konzentrationsschwierigkeiten,6,1.0
periphere,6,1.0
gedrückt zudem,6,1.0
vorhanden fluktuationen,6,1.0
somatische zervikobrachial,6,1.0
aufnahmegespräch fünfzehn,6,1.0
überhaupt,6,1.0
anspruch,6,1.0
bekanntes,6,1.0
kontrastmittel,6,1.0
adhs,6,1.0
völliger,6,1.0
lebensmittel,6,1.0
nächsten,6,1.0
stressabhängig,6,1.0
postoperativ,6,1.0
münchen,6,1.0
fibromyalgie chronisches,6,1.0
vater krebsleiden,6,1.0
diagnostiziert zudem,6,1.0
psychischem,6,1.0
kraft händen,6,1.0
empfunden begleiterscheinungen,6,1.0
knöchel,6,1.0
pramipexol,6,1.0
schulterblatt,6,1.0
schmerzempfinden,6,1.0
rechtsseitiger,6,1.0
arteriosklerose,6,1.0
varikosis,6,1.0
jahren spannungskopfschmerzen,6,1.0
einzelne,6,1.0
biologika,6,1.0
körperseite,6,1.0
bildung,6,1.0
enge,6,1.0
vorgenommen,6,1.0
schmerzen rechts,6,1.0
antidepressiva,6,1.0
lippen,6,1.0
umfeld,6,1.0
plagt,6,1.0
dosis,6,1.0
schmerzen sowohl,6,1.0
demenz mutter,6,1.0
durstgefühl verringert,6,1.0
müdigkeitssymptomatik fühle,6,1.0
drückend ganz,6,1.0
alzheimer gynäkologische,6,1.0
problemlos,6,1.0
müdigkeits,6,1.0
richtige freude,6,1.0
symptomatik covid,6,1.0
weiteren beschwerden,6,1.0
großmutter,6,1.0
bücken,6,1.0
tinnitus unterschiedlicher,6,1.0
saisonale,6,1.0
gelegentlicher,6,1.0
sellerie,6,1.0
bewegungsabhängigen,6,1.0
schmerzen hinterkopf,6,1.0
schmerzen gehen,6,1.0
besonderheiten nasenscheidewand,6,1.0
täglich eher,6,1.0
wöchentlich mittwochs,6,1.0
komme regelmäßig,6,1.0
verbessert übliche,6,1.0
linken hüfte,6,1.0
plagt chronische,6,1.0
diarrhoe,6,1.0
massiv,6,1.0
mildere,6,1.0
wahr,6,1.0
fehlgeburten menopause,6,1.0
symbicort,6,1.0
ptca,6,1.0
äußere reize,6,1.0
bestehen beschwerden,6,1.0
beschwerden verstärken,6,1.0
ferse,6,1.0
strahlentherapie,6,1.0
reaktive,6,1.0
benigner,6,1.0
schmerzen unteren,6,1.0
finger seien,6,1.0
geformt habe,6,1.0
zuletzt jahr,6,1.0
meistens lokale,6,1.0
jahren erschöpfungssymptomatik,6,1.0
intermittierend zunehmende,6,1.0
habe durst,6,1.0
vorhanden wechselnder,6,1.0
schmerzen lindern,6,1.0
beschwerden fünf,6,1.0
ausgeprägte zukunfts,6,1.0
alkoholkonsum bruder,6,1.0
kurzeitige linderung,6,1.0
dadurch beeinflussen,6,1.0
chronische beschwerdensymptomatik,6,1.0
beschwerdensymptomatik stimmung,6,1.0
woche halten,6,1.0
paroxysmales,6,1.0
xarelto,6,1.0
narbenverhältnisse,6,1.0
frieren,6,1.0
zervikaler,6,1.0
axonale,6,1.0
empfinden,6,1.0
verkehrsunfall,6,1.0
handgelenkes,6,1.0
verletzungen,6,1.0
ventrikuläre,6,1.0
schmerzen schmerzhafte,6,1.0
bandscheiben,6,1.0
tramal,6,1.0
gehäufte,6,1.0
stuhl unregelmäßig,6,1.0
häufig treten,6,1.0
habe fühle,6,1.0
jahr unserer,6,1.0
hervor jahren,6,1.0
friert,6,1.0
schmerzen halten,6,1.0
vermehrt heißhunger,6,1.0
zimmer,6,1.0
omarthrose,6,1.0
herzschrittmacher,6,1.0
liter wieder,6,1.0
tonsillektomie appendektomie,6,1.0
außerdem schmerzen,6,1.0
weiterer beschwerden,6,1.0
trazodon,6,1.0
knick,6,1.0
signifikante,6,1.0
symptom,6,1.0
handgelenkschmerzen,6,1.0
ernährung,6,1.0
basedow,6,1.0
schubartig,6,1.0
vorübergehende linderung,6,1.0
jahr stuhl,6,1.0
ibuprofen pantoprazol,6,1.0
bestünden jahren,6,1.0
hepatis,6,1.0
neuroborreliose,6,1.0
unterschenkelfraktur,6,1.0
vollständigen,6,1.0
bein leiden,6,1.0
erschöpfungssyndrom syndrom,6,1.0
auflösender belag,6,1.0
würde kurzzeitigen,6,1.0
bewegungsabhängigen schmerzen,6,1.0
heißhungerattacken gewicht,6,1.0
warm hitzewallungen,6,1.0
ziehenden drückenden,6,1.0
gemacht,6,1.0
muster,6,1.0
fähigkeit,6,1.0
halten mehrere,6,1.0
kopfschmerzen beginnt,6,1.0
fühle kraftlos,6,1.0
stünden,6,1.0
tante,6,1.0
prostatakarzinom,6,1.0
syndrom polyarthrose,6,1.0
novaminsulfon ibuprofen,6,1.0
gelenke fühlen,6,1.0
fruktose,6,1.0
meide,6,1.0
statischer,6,1.0
auges,6,1.0
appetitlosigkeit,6,1.0
zwiebel,6,1.0
jardiance,6,1.0
bedingt,6,1.0
nächtliches,6,1.0
gelber leicht,6,1.0
erlitten,6,1.0
lasse,6,1.0
wecken,6,1.0
spezielle zweiten,5,0.8
schwach milz,5,0.8
fleckig bläulich,5,0.8
zahneindrücke weißer,5,0.8
übergeweichtem haut,5,0.8
blutstau übliche,5,0.8
gutem übergeweichtem,5,0.8
hypothyreose beschwerden,5,0.8
einiger,5,0.8
positionswechsel,5,0.8
heiß,5,0.8
nasskaltem,5,0.8
granulat,5,0.8
bläulich gelber,5,0.8
beschwerden äußerten,5,0.8
erschöpft müde,5,0.8
ausgedehnt,5,0.8
wach,5,0.8
hautausschlag,5,0.8
myokardinfarkt,5,0.8
beeinträchtige,5,0.8
selen,5,0.8
stimmungslage,5,0.8
häufiger nacken,5,0.8
beschreibt schmerz,5,0.8
übelkeit schwindel,5,0.8
schmerzen häufiger,5,0.8
falsche,5,0.8
wassereinlagerungen,5,0.8
gewichtzunahme,5,0.8
cervix,5,0.8
wärme massage,5,0.8
hinaus zehn,5,0.8
bereich nacken,5,0.8
wöchentlich dienstags,5,0.8
folsäure wöchentlich,5,0.8
verschlechterung führen,5,0.8
koronarsklerose,5,0.8
losartan,5,0.8
hörminderung,5,0.8
hitzegefühl,5,0.8
gehstrecken,5,0.8
guten,5,0.8
phänomen,5,0.8
schwerhörigkeit,5,0.8
virus,5,0.8
atypischer,5,0.8
gang,5,0.8
plus,5,0.8
blutbeimengungen,5,0.8
antrumgastritis,5,0.8
migrans,5,0.8
läsionen,5,0.8
erträglich,5,0.8
drüber hinaus,5,0.8
zudem schlaf,5,0.8
sitzen schmerzen,5,0.8
siehe allergiepass,5,0.8
schmerzen führen,5,0.8
teilweise spüre,5,0.8
ersten covid,5,0.8
erschöpfung leide,5,0.8
durchfall verstopfung,5,0.8
gegangen,5,0.8
duspatal,5,0.8
wohl,5,0.8
erinnerlich,5,0.8
mehrere homöopathische,5,0.8
vorderen,5,0.8
mometason,5,0.8
magendruck,5,0.8
intervallen,5,0.8
entlastung,5,0.8
bestehende kopfschmerzen,5,0.8
strahlt,5,0.8
würde lokale,5,0.8
leide konzentrations,5,0.8
merkfähigkeitsstörungen beziehungen,5,0.8
fingerspitzen,5,0.8
rhizarthrose links,5,0.8
gesamte rechte,5,0.8
schmerzen überwiegend,5,0.8
wenige durst,5,0.8
neigung durchfällen,5,0.8
gestellt zudem,5,0.8
krampfartige bauchschmerzen,5,0.8
mehrere wochen,5,0.8
symptomatik äußert,5,0.8
zudem zehn,5,0.8
blähungen habe,5,0.8
verschlechtert antrieb,5,0.8
zusätzlich konzentrationsstörungen,5,0.8
oberen atemwege,5,0.8
links charakter,5,0.8
oberkiefer,5,0.8
pregabalin bedarfsmedikation,5,0.8
absetzen,5,0.8
dumpfem,5,0.8
eradikation,5,0.8
gräser roggen,5,0.8
externe,5,0.8
patella,5,0.8
block,5,0.8
mobilität,5,0.8
gute,5,0.8
kräfte,5,0.8
flanke,5,0.8
versteifung,5,0.8
grundsätzlich,5,0.8
darmentleerung,5,0.8
einlage,5,0.8
affektive,5,0.8
hodenhochstand,5,0.8
ärztlicher,5,0.8
durchgeführten,5,0.8
werte,5,0.8
fertigspritze,5,0.8
innenseite,5,0.8
barr,5,0.8
gerd,5,0.8
glas wein,5,0.8
ablenkung,5,0.8
zungenbrennen,5,0.8
ausstrahlen schmerzen,5,0.8
rezidivierenden harnwegsinfekten,5,0.8
somatische ganzkörperschmerzen,5,0.8
hinaus klagt,5,0.8
nstemi,5,0.8
anlage,5,0.8
oberen extremitäten,5,0.8
schleichend zunehmende,5,0.8
salbuhexal,5,0.8
migräneanfällen leiden,5,0.8
beschreibt ziehend,5,0.8
bedarfsmedikation pantoprazol,5,0.8
genitalbereich,5,0.8
periode zwei,5,0.8
scheitel lokalisiert,5,0.8
antibiotika behandelt,5,0.8
völlegefühl übelkeit,5,0.8
veränderungen wirbelsäule,5,0.8
zudem verspüre,5,0.8
seien aufenthalt,5,0.8
zusätzlich klagt,5,0.8
stationärer,5,0.8
wärmeapplikation,5,0.8
oberarme,5,0.8
ekzeme,5,0.8
spinalkanals,5,0.8
bandscheibenprotrusionen,5,0.8
schmerzen inzwischen,5,0.8
erkrankung ausgeschlossen,5,0.8
maße,5,0.8
brauche,5,0.8
körper ausgebreitet,5,0.8
jahren schleichend,5,0.8
krank,5,0.8
hohe,5,0.8
distal,5,0.8
schulterblättern,5,0.8
lumbales,5,0.8
verhältnissen,5,0.8
abdomineller,5,0.8
pathologien,5,0.8
tastbefund,5,0.8
ösophagitis,5,0.8
hämochromatose,5,0.8
fußschmerzen,5,0.8
gefunden,5,0.8
angabe,5,0.8
sogenannte,5,0.8
kolonkarzinom,5,0.8
belastungsfaktor,5,0.8
bewegungsapparates,5,0.8
gesamten rechten,5,0.8
migräne syndrom,5,0.8
weich wenig,5,0.8
vermehrt schleichende,5,0.8
verbessert ramipril,5,0.8
habe schwierigkeiten,5,0.8
vermehrt kopf,5,0.8
oekolp,5,0.8
oben erwähnt,5,0.8
vier schwangerschaften,5,0.8
weinig durst,5,0.8
treten migräneanfälle,5,0.8
pankreasinsuffizienz,5,0.8
stellte,5,0.8
durchfallneigung vermehrte,5,0.8
myokarditis,5,0.8
impingementsyndrom,5,0.8
arms,5,0.8
armes,5,0.8
schienbein,5,0.8
negativen,5,0.8
undifferenzierte,5,0.8
antikörper,5,0.8
mäßige,5,0.8
ciprofloxacin,5,0.8
stressbedingt,5,0.8
reizdarm,5,0.8
möglicherweise,5,0.8
störungen,5,0.8
erlangen,5,0.8
corona erkrankung,5,0.8
bereich letzten,5,0.8
handelt belastungsabhängige,5,0.8
leiden klagt,5,0.8
halswirbelsäule ausstrahlung,5,0.8
belastung bewegung,5,0.8
mitunter mehrere,5,0.8
schulterbereich leiden,5,0.8
ausstrahlende schmerzen,5,0.8
appetit schleichende,5,0.8
seelisch stimmung,5,0.8
bein schmerzqualität,5,0.8
nahrungsmittel reagiert,5,0.8
zudem intermittierenden,5,0.8
jahren erhöhte,5,0.8
stress zudem,5,0.8
starb,5,0.8
rotatorenmanschette,5,0.8
eingeleitet,5,0.8
fußrücken,5,0.8
benötige mitunter,5,0.8
wespengift,5,0.8
geistige,5,0.8
täglich hart,5,0.8
belastung schmerzen,5,0.8
gefühl erschöpfung,5,0.8
schlafen hände,5,0.8
manuelle hinaus,5,0.8
stechendem ziehendem,5,0.8
schulter beschwerden,5,0.8
besonderheiten jahren,5,0.8
energieniveau liege,5,0.8
dumpfen schmerzen,5,0.8
hätten beschwerden,5,0.8
erholsam morgens,5,0.8
lust dinge,5,0.8
verspüren,5,0.8
gestorben,5,0.8
albträume,5,0.8
histologisch,5,0.8
venenthrombose,5,0.8
blutstase,5,0.8
wahrscheinlich,5,0.8
ruhephasen,5,0.8
hausstaubmilbenallergie,5,0.8
antrieb reduziert,5,0.8
regelrecht bekannte,5,0.8
syndrom restless,5,0.8
schmerzfreie,5,0.8
afebril,5,0.8
übergeweichtem,5,0.8
mutter herzschwäche,5,0.8
schmerz beginnt,5,0.8
schmerzen übelkeit,5,0.8
zerebrale mikroangiopathie,5,0.8
charakter hoher,5,0.8
beschwerden dreißig,5,0.8
tinnitus links,5,0.8
zunehmenden müdigkeitssymptomatik,5,0.8
melatonin bedarfsmedikation,5,0.8
bauch vermehrte,5,0.8
einhergeht,5,0.8
findet,5,0.8
freude bereiten,5,0.8
belastungs,5,0.8
besorgt,5,0.8
abnahme,5,0.8
bandscheibenoperation,5,0.8
richtung,5,0.8
blutung,5,0.8
spezialisten,5,0.8
uterus,5,0.8
regelmäßig gefühl,5,0.8
nahezu täglich,5,0.8
belastenden alltagssituationen,5,0.8
wenig erholsam,5,0.8
diffusionsstörung,5,0.8
rückkehr,5,0.8
infektion jahr,5,0.8
schmerzen kurzzeitig,5,0.8
zeitlichen zusammenhang,5,0.8
krankheitsbild größtenteils,5,0.8
mangel allergien,5,0.8
dauert,5,0.8
reagieren,5,0.8
solchen fällen,5,0.8
neurologische abklärung,5,0.8
hinaus chronischen,5,0.8
wochen bedarfsmedikation,5,0.8
positive teilweise,5,0.8
schmerzen beinen,5,0.8
hypertonus,5,0.8
gelenkschmerz,5,0.8
langen,5,0.8
spannung,5,0.8
gleichmäßig,5,0.8
geringfügig,5,0.8
hach,5,0.8
grippe,5,0.8
ellenbogenschmerzen,5,0.8
thyronajod,5,0.8
krankenhaus,5,0.8
blutdruck,5,0.8
süßigkeiten gewicht,5,0.8
chronisch degeneratives,5,0.8
sowohl körperliche,5,0.8
unverträglichkeit nikotinkonsum,5,0.8
kommt wieder,5,0.8
stuhlentleerung,5,0.8
notwendig,5,0.8
häufigem,5,0.8
verschrieben,5,0.8
mittelgradig,5,0.8
kontrollen,5,0.8
sturzes,5,0.8
reizhusten,5,0.8
reduzierter belastbarkeit,5,0.8
jeweils mehrere,5,0.8
meinung,5,0.8
abgenommen,5,0.8
nachmittag,5,0.8
gesichtet,5,0.8
somatische chronisch,5,0.8
stechend beschwerden,5,0.8
dumpfer,5,0.8
paroxysmaler,5,0.8
habe bislang,5,0.8
konstant obstipation,5,0.8
punkte punkten,5,0.8
tinitus,5,0.8
sterilisation,5,0.8
vegetativer symptomatik,5,0.8
ausreichend erholsam,5,0.8
gastroösophagealer reflux,5,0.8
symptomatik wieder,5,0.8
somatische knieschmerzen,5,0.8
überwiegend belastungsabhängige,5,0.8
beschwerden wieder,5,0.8
verträgt hitze,5,0.8
osteochondrose spondylarthrose,5,0.8
linke schulter,5,0.8
ausstrahlung leiden,5,0.8
atemnot,5,0.8
berührung,5,0.8
kobalt,5,0.8
gastroenterologisch,5,0.8
wären,5,0.8
monatlich auftreten,5,0.8
zweimal monatlich,5,0.8
chronische schmerzsymptomatik,5,0.8
kopfschmerzen migräne,5,0.8
zusätzlich beschreibt,5,0.8
nachlassen,5,0.8
höhergradige,5,0.8
längerem bestehende,5,0.8
beschreibt beschwerden,5,0.8
bereich gesamten,5,0.8
wieder einschlafen,5,0.8
nachts häufig,5,0.8
deutlich verschlechtern,5,0.8
infektionen jahren,5,0.8
intensität vorhanden,5,0.8
häufigsten,5,0.8
steißbeinfistel,5,0.8
fingers,5,0.8
hypertensiven,5,0.8
somatisches,5,0.8
unregelmäßige,5,0.8
rivaroxaban,5,0.8
syndrom rechts,5,0.8
geburten fehlgeburt,5,0.8
unruhe konzentrations,5,0.8
zudem drei,5,0.8
hüft rechts,5,0.8
ramipril bisoprolol,5,0.8
unterzogen,5,0.8
nennenswerten,5,0.8
halsschmerzen,5,0.8
leistungsfähigkeit belastbarkeit,5,0.8
hinblick,5,0.8
aufsteigend,5,0.8
wiederholten,5,0.8
unangenehm empfunden,5,0.8
ziehend begleitend,5,0.8
zusätzlich besteht,5,0.8
somatische kopfschmerzen,5,0.8
leide kraftlosigkeit,5,0.8
tinitus aurium,5,0.8
vater prostata,5,0.8
rechte leiste,5,0.8
nennenswerte,5,0.8
ösophagus,5,0.8
gastroösophagealer,5,0.8
postprandiale,5,0.8
andererseits,5,0.8
trägt,5,0.8
hochgradige,5,0.8
enorme,5,0.8
spannungsgefühl,5,0.8
sieht,5,0.8
mehrere nahrungsmittelunverträglichkeiten,5,0.8
treten längerem,5,0.8
einschlafen könne,5,0.8
beidseits leiden,5,0.8
angehalten habe,5,0.8
sprunggelenksfraktur rechts,5,0.8
stents,5,0.8
ambulante psychotherapie,5,0.8
erschöpfung geführt,5,0.8
geführt hätten,5,0.8
schnellender,5,0.8
verwachsungen,5,0.8
offene,5,0.8
großzehengrundgelenk,5,0.8
neuropathischen,5,0.8
systemischen,5,0.8
beschwerden fünfzehn,5,0.8
jahren bestehender,5,0.8
erheblicher,5,0.8
manchen,5,0.8
schmerzbedingten,5,0.8
orale,5,0.8
kernobst,5,0.8
übergehen,5,0.8
cage,5,0.8
abduktion,5,0.8
spondylolisthese,5,0.8
daraus,5,0.8
syndrom psoriasis,5,0.8
betroffen schulter,5,0.8
durchgeführt schmerzen,5,0.8
unterschiedlich wärme,5,0.8
anhaltend längeres,5,0.8
deutlich vermehrt,5,0.8
untere extremität,5,0.8
empfunden seien,5,0.8
schwitzen deutlich,5,0.8
seien anhaltend,5,0.8
einschränke,5,0.8
hätten beschreibt,5,0.8
bereich armen,5,0.8
kaltes,5,0.8
depression vater,5,0.8
dreimal wöchentlich,5,0.8
wirbelsäulensyndrom,5,0.8
mehreren operationen,5,0.8
kaudal,5,0.8
tomaten,5,0.8
schmerzen nacht,5,0.8
hypercholesterinämie schlaf,5,0.8
stets präsent,5,0.8
belastung zudem,5,0.8
herzschwäche,5,0.8
anhalten würde,5,0.8
darmkrebs vater,5,0.8
deformierungen,5,0.8
insomnie arterielle,5,0.8
normal gelegentlich,5,0.8
traumatischer,5,0.8
schmerzen verschlimmert,5,0.8
diagnostiziert hinaus,5,0.8
