term,document_count,percent
klagte zehn jahren dorsalgien,2,0.3
schlaf schmerzbedingten durchschlafstörungen,2,0.3
beschwerden jahren kopfschmerzen zwei,2,0.3
monate gehen migräneattacke beschreibt,2,0.3
rahmen einer fibromyalgie begonnen,2,0.3
gedächtnisstörungen schlaf,2,0.3
einer neuroborreliose,2,0.3
kopfschmerzen gehen,2,0.3
übelkeit schwindel erbrechen,2,0.3
erschöpfungssymptomatik leistungsfähigkeit,2,0.3
schwindel erbrechen,2,0.3
tage begleitet migräne,2,0.3
begleitet migräne typischer,2,0.3
weiteres beschwerdebild stellen kopfschmerzen,2,0.3
empfunden schlaf ausgeprägten durchschlafstörungen,2,0.3
kopfschmerzen beschreibt migräneattacken zwei,2,0.3
migräne typischer vegetativer symptomatik,2,0.3
migräne typischer vegetativer,2,0.3
beschwerdebild stellen kopfschmerzen,2,0.3
auftreten einen spannungskopfschmerzen halswirbelsäulenproblematik,2,0.3
konzentrations gedächtnisstörungen schlaf,2,0.3
form kopfschmerzen,2,0.3
ausgeprägten durchschlafstörungen gestört morgens,2,0.3
durchschlafstörungen gestört morgens wache,2,0.3
durchschlafstörungen energie,2,0.3
durchschlafstörungen energie kraft,2,0.3
rahmen einer fibromyalgie jahren,2,0.3
einer fibromyalgie jahren,2,0.3
verspannung treten spannungskopfschmerzen,2,0.3
fortgeschrittene koxarthrose,2,0.3
treten spannungskopfschmerzen,2,0.3
schulter verspannung treten spannungskopfschmerzen,2,0.3
jahren intermittierenden dorsalgien bereich,2,0.3
hier fortgeschrittene koxarthrose,2,0.3
depressionen behaftet hinsichtlich somatischer,2,0.3
geworden konzentrations gedächtnisstörungen schlaf,2,0.3
einem erschöpfungssyndrom,2,0.3
zunehmenden dorsalgien,2,0.3
kopfschmerzen beginnt hinterkopf,2,0.3
zunehmenden dorsalgien bereich jahren,2,0.3
stellen kopfschmerzen zwei,2,0.3
einen spannungskopfschmerzen halswirbelsäulenproblematik zusammenhang,2,0.3
begleitet migräne typischer vegetativer,2,0.3
einen spannungskopfschmerzen halswirbelsäulenproblematik,2,0.3
auftreten einen spannungskopfschmerzen,2,0.3
beschreibt migräneattacken zwei,2,0.3
stellen kopfschmerzen zwei formen,2,0.3
spannungskopfschmerzen halswirbelsäulenproblematik zusammenhang bringt,2,0.3
form kopfschmerzen beschreibt,2,0.3
begleitet migräne,2,0.3
tage begleitet migräne typischer,2,0.3
migräne typischer,2,0.3
kopfschmerzen beschreibt,2,0.3
form kopfschmerzen beschreibt migräneattacken,2,0.3
migräneattacken zwei dreimal,2,0.3
kopfschmerzen zwei formen,2,0.3
kopfschmerzen zwei formen auftreten,2,0.3
interessenverlust schlaf durchschlafstörungen,2,0.3
freud interessenverlust schlaf durchschlafstörungen,2,0.3
interessenverlust schlaf durchschlafstörungen gestört,2,0.3
zwanzig jahren chronischen dorsalgien,2,0.3
ausgeprägte müdigkeits erschöpfungssymptomatik,2,0.3
schlafstörungen sinne durchschlafstörungen,2,0.3
sinne durchschlafstörungen,2,0.3
schlafstörungen sinne,2,0.3
zunehmenden dorsalgien bereich,2,0.3
kopfschmerzen beginnt hinterkopf breitet,2,0.3
jahren zunehmenden dorsalgien,2,0.3
jahren zunehmenden dorsalgien bereich,2,0.3
einem chronischen multilokulären schmerzsyndrom,2,0.3
multilokulären schmerzsyndrom rahmen einer,2,0.3
chronischen multilokulären schmerzsyndrom,2,0.3
rhizarthrose links therapieresistente,2,0.3
kraftlosigkeit ausgeprägtes erschöpfungsgefühl,2,0.3
ausgeprägtes erschöpfungsgefühl schlappheit,2,0.3
crohn zwölf darm operationen,2,0.3
depressionen seinem energie,2,0.3
morbus crohn zwölf,2,0.3
depressionen seinem energie kraft,2,0.3
diagnose morbus,2,0.3
diagnose morbus crohn zwölf,2,0.3
kurzgefasst hätte diagnose morbus,2,0.3
zweiten depressionen seinem energie,2,0.3
multilokulären schmerzsyndrom,2,0.3
schmerzsyndrom rahmen einer psychosomatischen,2,0.3
diagnose morbus crohn,2,0.3
hätte diagnose morbus,2,0.3
verdauungsstörungen vielen jahren symptomatik,2,0.3
anstoß schmerzempfindlich fingerpolyarthrose vermutet,2,0.3
schmerzempfindlich fingerpolyarthrose,2,0.3
schmerzempfindlich fingerpolyarthrose vermutet,2,0.3
fingerpolyarthrose vermutet,2,0.3
anstoß schmerzempfindlich fingerpolyarthrose,2,0.3
sein schlaf schlafstörungen,2,0.3
therapie ostechondrose syrinx,2,0.3
merkfähigkeitsstörungen hinsichtlich,3,0.5
häufige spannungskopfschmerzen,3,0.5
erschöpfungssymptomen antrieb,3,0.5
jahren erschöpfungssymptomen antrieb,3,0.5
arthritis allem finger,3,0.5
schmerzsyndrom rahmen,3,0.5
schmerzsyndrom rahmen einer,3,0.5
symptomen einer depression,3,0.5
verdauungsstörungen vielen,3,0.5
konzentrations kurzeitgedächtnisstörungen,3,0.5
kurzeitgedächtnisstörungen,3,0.5
fibromyalgie gestellt jahren,3,0.5
erschöpfungssyndroms,3,0.5
müdigkeits erschöpfungssymptomatik,3,0.5
arthritis allem finger handgelenke,3,0.5
körperlichen symptomen einer depression,3,0.5
jahr erschöpfungssymptomen,3,0.5
verdauungsstörungen vielen jahren,3,0.5
konzentrations merkfähigkeitsstörungen hinsichtlich,3,0.5
einer neurodermitis,3,0.5
einem tinnitus aurium links,3,0.5
intermittierenden schwankschwindel,3,0.5
rahmen einer polymyalgia,3,0.5
rahmen einer polymyalgia rheumatica,3,0.5
pfeifton tinnitus nacht vorhanden,3,0.5
jahren einem beidseitigen tinnitus,3,0.5
merkfähigkeitsstörungen wortfindungsstörung konzentrationsstörungen einem,3,0.5
beeinträchtigt allem durchschlafstörungen morgens,3,0.5
beeinträchtigt allem durchschlafstörungen,3,0.5
wortfindungsstörung,3,0.5
allem durchschlafstörungen morgens,3,0.5
starker erschöpfung gerädert belastenden,3,0.5
durchschlafstörungen gestört drei,3,0.5
psychophysischen erschöpfung fühle erschöpft,3,0.5
neuroborreliose,3,0.5
ausgeprägten psychophysischen erschöpfung fühle,3,0.5
einem chronischen lumbalsyndrom beschwerden,3,0.5
chronischen lumbalsyndrom beschwerden,3,0.5
verdauungsstörungen zeigten meistens,3,0.5
verdauungsstörungen zeigten,3,0.5
jahren intermittierenden dorsalgien,3,0.5
einer gonarthrose,3,0.5
rahmen einer gonarthrose,3,0.5
erschöpfung fühle,3,0.5
erschöpfung fühle erschöpft belastungsgrenze,3,0.5
psychophysischen erschöpfung fühle,3,0.5
rückenschmerzen bereich,3,0.5
vielen jahren kopfschmerzen,3,0.5
gefühl starker erschöpfung gerädert,3,0.5
starker erschöpfung,3,0.5
erschöpfung gerädert belastenden alltagssituationen,3,0.5
einem jahr erschöpfungssymptomatik erschöpft,3,0.5
wortfindungsstörung konzentrationsstörungen einem gefühl,3,0.5
sowohl durchschlafstörungen,3,0.5
psoriasisarthritis,3,0.5
refluxösophagitis,3,0.5
durchschlafstörungen appetit normal gewicht,3,0.5
schmerzstörung,3,0.5
spondylolisthese,3,0.5
reizdarmsyndrom jahren,3,0.5
tinnitus aurium charakter hochfrequenter,3,0.5
tinnitus aurium rechtsbetont charakter,3,0.5
merkfähigkeitsstörungen schlaf meistens durchschlafstörungen,3,0.5
selten pfeifen tinnitus,3,0.5
gedächtnisstörungen lokaler wärmetherapie lässt,3,0.5
konzentrations gedächtnisstörungen lokaler wärmetherapie,3,0.5
konzentrations gedächtnisstörungen lokaler,3,0.5
ebenfalls anhaltenden konzentrations gedächtnisstörungen,3,0.5
anhaltenden konzentrations gedächtnisstörungen,3,0.5
allem durchschlafstörungen gestört hinsichtlich,3,0.5
thyreoiditis,3,0.5
ganzkörperschmerzen rahmen einer fibromyalgie,3,0.5
migräneattacke beschreibt,3,0.5
gehen migräneattacke,3,0.5
gehen migräneattacke beschreibt dann,3,0.5
migräneattacke beschreibt dann deutliche,3,0.5
merkfähigkeitsstörungen wortfindungsstörung konzentrationsstörungen,3,0.5
chronischen lumbalsyndrom beschwerden äußern,3,0.5
erschöpfung gerädert,3,0.5
verlangsamung merkfähigkeitsstörungen wortfindungsstörung,3,0.5
konzentrations wortfindungsstörungen,3,0.5
brainfogs konzentrations wortfindungsstörungen verminderter,3,0.5
gedächtnisstörungen lokaler,3,0.5
anhaltenden konzentrations gedächtnisstörungen lokaler,3,0.5
erschöpfungssymptomatik hätte,3,0.5
gedächtnisstörungen lokaler wärmetherapie,3,0.5
merkfähigkeitsstörungen schlaf meistens,3,0.5
erschöpfungssymptomatik sein antrieb leistungsfähigkeit,3,0.5
erschöpfungssymptomatik sein antrieb,3,0.5
erschöpfungssymptomatik sein,3,0.5
konzentrations merkfähigkeitsstörungen schlaf meistens,3,0.5
durchschlafstörungen gestört drei jahren,3,0.5
tinnitus unterschiedlicher intensität,3,0.5
rauschen selten pfeifen tinnitus,3,0.5
migräne licht,3,0.5
aura migräne,3,0.5
sinne konzentrations merkfähigkeitsstörungen,3,0.5
einschränkungen sinne konzentrations merkfähigkeitsstörungen,3,0.5
sogenannten brainfogs konzentrations wortfindungsstörungen,3,0.5
brainfogs konzentrations wortfindungsstörungen,3,0.5
ausgeprägte psychophysische erschöpfung,3,0.5
wortfindungsstörungen verminderter aufmerksamkeit häufig,3,0.5
konzentrations wortfindungsstörungen verminderter,3,0.5
migräne licht geräuschempfindlichkeit,3,0.5
migräne aura migräne,3,0.5
erbrechen begleitet migräneanfälle,3,0.5
begleitet migräneanfälle,3,0.5
geworden konzentrations merkfähigkeitsstörungen stimmung,3,0.5
gereizt schlaf durchschlafstörungen,3,0.5
merkfähigkeitsstörungen stimmung schwankend gedrückt,3,0.5
kopfschmerzen schmerzen,3,0.5
wortfindungsstörungen verminderter aufmerksamkeit,3,0.5
einer rhizarthrose,3,0.5
rhizarthrose links,3,0.5
mehrfähigkeitsstörungen,3,0.5
konzentrations mehrfähigkeitsstörungen,3,0.5
konzentrationsstörungen sein,3,0.5
kognitiven verlangsamung merkfähigkeitsstörungen wortfindungsstörung,3,0.5
erschöpfung psychischen verfassung stationären,3,0.5
komme aufgrund erschöpfung,3,0.5
aufgrund erschöpfung,3,0.5
erschöpfung psychischen,3,0.5
erschöpfung psychischen verfassung,3,0.5
wesentlichen komme aufgrund erschöpfung,3,0.5
tinnitus unterschiedlicher ausprägung vorhanden,3,0.5
tinnitus unterschiedlicher ausprägung,3,0.5
jahren erschöpfungssymptomen ursächlich hierfür,3,0.5
jahren erschöpfungssymptomen ursächlich,3,0.5
ausgeprägten durchschlafstörungen gestört energie,3,0.5
einer chronischen bronchitis,3,0.5
chronischen bronchitis,3,0.5
restless legs symptomatik,3,0.5
konzentrationsstörungen sein schlaf,3,0.5
kopfschmerzen woche auftreten,3,0.5
treten konzentrations merkfähigkeitsstörungen phasen,3,0.5
müdigkeitssyndrom chronische schmerzproblematik rahmen,3,0.5
treten konzentrations merkfähigkeitsstörungen,3,0.5
konzentrations wortfindungsstörungen verminderter aufmerksamkeit,3,0.5
wortfindungsstörungen verminderter,3,0.5
psychophysische erschöpfung,3,0.5
chronische sinusitis,3,0.5
empfunden lumbalgien,3,0.5
reizdarmsymptomatik vermutet,3,0.5
rahmen einer rhizarthrose,3,0.5
chronischen dorsalgien bereich nacken,3,0.5
häufigen blockaden spannungskopfschmerzen,3,0.5
spannungskopfschmerzen hinaus,3,0.5
verspannung häufigen blockaden spannungskopfschmerzen,3,0.5
schlaf durchschlafstörungen gestört geringen,3,0.5
nennt bestehende kopfschmerzen,3,0.5
reizdarmsyndrom vermutet hinaus jahren,3,0.5
beschwerden nennt bestehende kopfschmerzen,3,0.5
begleitend treten konzentrations merkfähigkeitsstörungen,3,0.5
wortfindungsstörung konzentrationsstörungen,3,0.5
durchschlafstörungen morgens erwache,3,0.5
einem chronischen lumbalsyndrom,3,0.5
schlaf beeinträchtigt allem durchschlafstörungen,3,0.5
erschöpfung gerädert belastenden,3,0.5
allem durchschlafstörungen morgens erwache,3,0.5
durchschlafstörungen morgens erwache regelmäßig,3,0.5
impingement syndrom rechten,3,0.5
syndrom rechten,3,0.5
gereizt schlaf durchschlafstörungen gestört,3,0.5
chronischen gastritis mahlzeiten,3,0.5
ausgeprägten chronischen müdigkeitssyndrom viele,3,0.5
einem ausgeprägten chronischen müdigkeitssyndrom,3,0.5
gastritis mahlzeiten,3,0.5
negativen chronischen gastritis mahlzeiten,3,0.5
arthrose finger handgelenke,3,0.5
chronische gastritis,3,0.5
sensibilitätsstörung,3,0.5
verdauungsstörungen zwanzig jahren,3,0.5
verdauungsstörungen zwanzig,3,0.5
verdauungsstörungen zwanzig jahren zeigten,3,0.5
durchschlafstörungen gestört geringen,3,0.5
anhaltenden kopfschmerzen,3,0.5
schwankend gedrückt konzentrations merkfähigkeitsstörungen,3,0.5
jahren bestehenden tinnitus,3,0.5
reizdarmsyndrom vermutet chronischen beschwerden,3,0.5
reizdarmsyndrom vermutet chronischen,3,0.5
merkfähigkeitsstörungen sein schlaf durchschlafstörungen,3,0.5
polyneuropathie unklarer,3,0.5
polyneuropathie unklarer genese,3,0.5
psychogene erschöpfung,3,0.5
fibromyalgie schmerzen,3,0.5
verschlechterung fibromyalgie,3,0.5
kälte dagegen verschlechterung fibromyalgie,3,0.5
dagegen verschlechterung fibromyalgie,3,0.5
verschlechterung fibromyalgie schmerzen,3,0.5
reizdarm,3,0.5
depressive störung,3,0.5
rezidivierende depressive störung,3,0.5
zwanzig jahren zervikobrachialgien symptomatik,3,0.5
dorsalgien bereich schmerzen,3,0.5
anhaltenden dorsalgien,3,0.5
anhaltenden dorsalgien bereich,3,0.5
gastritis mahlzeiten träten,3,0.5
durchschlafstörungen gestört weitere,3,0.5
fünf jahren zunehmende erschöpfungssymptomatik,3,0.5
ausgeprägter erschöpfung,3,0.5
empfunden migräne,3,0.5
auftreten kopfschmerzen spannungstyp treten,3,0.5
spannungskopfschmerzen auftreten kopfschmerzen,3,0.5
spannungskopfschmerzen auftreten kopfschmerzen spannungstyp,3,0.5
beidseitige rhizarthrose,3,0.5
dagegen verschlechterung fibromyalgie schmerzen,3,0.5
appetit keine gewichtsabnahme reizdarmsyndrom,3,0.5
gedrückt konzentrations merkfähigkeitsstörungen,3,0.5
chronische dorsalgien,3,0.5
hinaus chronischen dorsalgien,3,0.5
kopfschmerzen symptomatik,3,0.5
hinaus chronischen dorsalgien fast,3,0.5
lumbalsyndrom beschwerden äußern,3,0.5
chronischen lumbalsyndrom,3,0.5
gefühl starker erschöpfung,3,0.5
einem gefühl starker erschöpfung,3,0.5
lumbalsyndrom beschwerden,3,0.5
wortfindungsstörung konzentrationsstörungen einem,3,0.5
starker erschöpfung gerädert,3,0.5
dreißig jahren chronischen kopfschmerzen,3,0.5
einschlafstörungen durchschlafstörungen,3,0.5
schwankend gedrückt schlaf durchschlafstörungen,3,0.5
small fiber neuropathie,3,0.5
fiber neuropathie,3,0.5
vergrößert reizlose,3,0.5
intensität hinaus verdauungsstörungen,3,0.5
pfeifen rauschen tinnitus,3,0.5
verlangsamung konzentrationsstörungen einem gefühl,3,0.5
insuffizienz,3,0.5
verlangsamung konzentrationsstörungen,3,0.5
verlangsamung konzentrationsstörungen einem,3,0.5
vielen jahren erschöpfungssymptomen,3,0.5
vergrößert reizlose narbe appendektomie,3,0.5
einem jahr tinnitus,3,0.5
tastbar vergrößert reizlose narbe,3,0.5
einem jahr tinnitus aurium,3,0.5
empfunden migräne betrifft,3,0.5
migräne spannungskopfschmerzen auftreten kopfschmerzen,3,0.5
auftreten kopfschmerzen spannungstyp,3,0.5
ausgeprägten konzentrations merkfähigkeitsstörungen sein,3,0.5
müdigkeitssyndrom viele,3,0.5
gastritis mahlzeiten träten bauchkrämpfe,3,0.5
drückenden kopfschmerzen spannungstyp,3,0.5
chronischen müdigkeitssyndroms,3,0.5
schulmedizinische diagnose,3,0.5
unterschiedlicher intensität hinaus verdauungsstörungen,3,0.5
einem tinnitus aurium linksbetont,3,0.5
familienanamnese arterielle hypertonie,3,0.5
jahr tinnitus aurium,3,0.5
tastbar vergrößert reizlose,3,0.5
jahr tinnitus,3,0.5
reizlose narbe appendektomie nierenlager,3,0.5
vergrößert reizlose narbe,3,0.5
reizlose narbe appendektomie,3,0.5
positive familienanamnese arterielle hypertonie,3,0.5
milz tastbar vergrößert reizlose,3,0.5
jahren dorsalgien bereich beschwerden,3,0.5
dorsalgien bereich beschwerden,3,0.5
beschwerden jahren kopfschmerzen,3,0.5
somatischer beschwerden jahren kopfschmerzen,3,0.5
chronischen müdigkeitssyndrom viele,3,0.5
jahren drückenden kopfschmerzen,3,0.5
beschwerden jahren drückenden kopfschmerzen,3,0.5
müdigkeitssyndrom viele sorgen erschöpfen,3,0.5
müdigkeitssyndrom viele sorgen,3,0.5
kopfschmerzen spannungstyp stirn nackenbereich,3,0.5
ausgeprägten chronischen müdigkeitssyndrom,3,0.5
chronischen müdigkeitssyndrom viele sorgen,3,0.5
drückenden kopfschmerzen spannungstyp stirn,3,0.5
jahren drückenden kopfschmerzen spannungstyp,3,0.5
einer arthrose finger handgelenke,3,0.5
pylori negativen chronischen gastritis,3,0.5
einschlafstörungen gestört hinsichtlich somatischer,3,0.5
spinalkanalstenose höhe,3,0.5
zusätzlich tinnitus stress viel,3,0.5
zusätzlich tinnitus,3,0.5
tinnitus stress viel,3,0.5
auftretende kopfschmerzen,3,0.5
beidseitig charakter pfeifen tinnitus,3,0.5
kopfschmerzen täglich,3,0.5
zurzeit treten kopfschmerzen,3,0.5
träten konzentrations merkfähigkeitsstörungen,3,0.5
begleitend träten konzentrations merkfähigkeitsstörungen,3,0.5
unterschiedlicher intensität zusätzlich tinnitus,3,0.5
jahren einem restless legs,3,0.5
jahren durchschlafstörungen,3,0.5
jahren einem restless,3,0.5
einer polyneuropathie,3,0.5
tinnitus stress,3,0.5
intensität zusätzlich tinnitus stress,3,0.5
intensität zusätzlich tinnitus,3,0.5
geworden konzentrations merkfähigkeitsstörungen sein,3,0.5
schlaf durchschlafstörungen gestört aufnahmegespräch,3,0.5
durchschlafstörungen gestört aufnahmegespräch,3,0.5
ziehend empfunden verstärkten tinnitus,3,0.5
verstärkten tinnitus aurium rechts,3,0.5
empfunden verstärkten tinnitus,3,0.5
verstärkten tinnitus,3,0.5
diffusionsstörung,3,0.5
schlaf durschlafstörungen gestört,3,0.5
durschlafstörungen gestört,3,0.5
durschlafstörungen,3,0.5
schlaf durschlafstörungen,3,0.5
jahren morbus crohn,3,0.5
raynaud,3,0.5
syndrom energie,3,0.5
syndrom energie kraft aufbauen,3,0.5
durchschlafstörungen gestört morgens,3,0.5
müdigkeitssyndrom depressive symptomatik chronische,3,0.5
stehen chronisches müdigkeitssyndrom depressive,3,0.5
müdigkeitssyndrom depressive symptomatik,3,0.5
müdigkeitssyndrom depressive,3,0.5
chronisches müdigkeitssyndrom depressive symptomatik,3,0.5
chronisches müdigkeitssyndrom depressive,3,0.5
diagnose gestellt,3,0.5
jahr dorsalgien bereich,3,0.5
jahr dorsalgien,3,0.5
beschreibt tinnitus,3,0.5
zusätzlich tinnitus stress,3,0.5
tinnitus stress viel intensiver,3,0.5
anhaltenden zervikobrachialgien degenerativer,3,0.5
hoher pfeifton ausgeprägten durchschlafstörungen,3,0.5
pfeifton ausgeprägten durchschlafstörungen,3,0.5
jungend migräneanfällen migräne tage,3,0.5
migräne tage monat stationären,3,0.5
therapierelevante beschwerden anhaltenden zervikobrachialgien,3,0.5
durchschlafstörungen gestört hinsichtlich somatischen,3,0.5
hinaus schlaf durchschlafstörungen gestört,3,0.5
hinaus schlaf durchschlafstörungen,3,0.5
durchschlafstörungen beeinträchtigt morgens,3,0.5
konzentrationsstörungen beziehungen,3,0.5
konzentrationsstörungen beziehungen anderen,3,0.5
migräne tage monat schmerz,3,0.5
konzentrationsstörungen beziehungen anderen etwas,3,0.5
myalgien,3,0.5
syndrom energie kraft,3,0.5
kopfschmerzen spannungstyp stirn,3,0.5
arthrose finger handgelenke stechende,3,0.5
chronischen gastritis,3,0.5
negativen chronischen gastritis,3,0.5
chronischen gastritis mahlzeiten träten,3,0.5
innere unruhe schlaf durchschlafstörungen,3,0.5
unruhe schlaf durchschlafstörungen gestört,3,0.5
unruhe schlaf durchschlafstörungen,3,0.5
durchschlafstörungen gestört körperlichen,3,0.5
durchschlafstörungen gestört körperlichen beschwerden,3,0.5
tinnitus links,3,0.5
durchschlafstörungen gestört befindet,3,0.5
jahren intermittierenden zervikobrachialgien,3,0.5
seiner jungend migräneanfällen migräne,3,0.5
verstärkten tinnitus aurium,3,0.5
zervikobrachialgien degenerativer veränderung bestünden,3,0.5
progredienten müdigkeitssyndrom einschätzung infolge,3,0.5
einem progredienten müdigkeitssyndrom einschätzung,3,0.5
müdigkeitssyndrom einschätzung infolge einer,3,0.5
früher erreicht konzentrationsstörungen,3,0.5
einem progredienten müdigkeitssyndrom,3,0.5
schlaf durchschlafstörungen gestört körperlichen,3,0.5
polymyalgia rheumatica diagnostiziert,3,0.5
rheumatica diagnostiziert,3,0.5
jahren erschöpfung,3,0.5
geworden schlaf durchschlafstörungen,3,0.5
schlaf durchschlafstörungen beeinträchtigt hinsichtlich,3,0.5
ösophagitis,3,0.5
früher erreicht konzentrationsstörungen stimmung,3,0.5
progredienten müdigkeitssyndrom,3,0.5
müdigkeitssyndrom einschätzung,3,0.5
körperliche erschöpfung,3,0.5
rauschen pfeifen tinnitus,3,0.5
chronische kopfschmerzen,3,0.5
fortgeschrittene coxarthrose,3,0.5
drehschwindel,3,0.5
zwei jahren einem tinnitus,3,0.5
coxarthrose diagnostiziert,3,0.5
jahr diagnose einer,3,0.5
jahren migräneanfällen,3,0.5
jahren migräneanfällen treten,3,0.5
schlaf sowohl einschlafstörungen,3,0.5
hiatushernie,3,0.5
neuralgie,3,0.5
müdigkeitssyndrom einschätzung infolge,3,0.5
schneller früher erreicht konzentrationsstörungen,3,0.5
jahren einem progredienten müdigkeitssyndrom,3,0.5
progredienten müdigkeitssyndrom einschätzung,3,0.5
kurzgefasst seiner jungend migräneanfällen,3,0.5
seiner jungend migräneanfällen,3,0.5
jungend migräneanfällen migräne,3,0.5
anhaltenden zervikobrachialgien degenerativer veränderung,3,0.5
beschwerden anhaltenden zervikobrachialgien,3,0.5
beschwerden anhaltenden zervikobrachialgien degenerativer,3,0.5
empfunden verstärkten tinnitus aurium,3,0.5
epicondylitis humeri,3,0.5
jahren bestehende dorsalgien,3,0.5
foramenstenose,3,0.5
konzentrationsstörungen merkfähigkeitsstörungen schlaf,3,0.5
häufig gedrückt zusätzlich konzentrationsstörungen,3,0.5
erschöpfungssymptomen sein,3,0.5
empfunden gefühlsstörungen,3,0.5
konzentrationsstörungen merkfähigkeitsstörungen schlaf durchschlafstörungen,3,0.5
charakter rauschen pfeifen tinnitus,3,0.5
psoriasis arthritis allem finger,3,0.5
verlangsamung merkfähigkeitsstörungen wortfindungsstörung konzentrationsstörungen,3,0.5
störungen,3,0.5
erschöpfungssymptomatik aufgrund,3,0.5
erstdiagnose,3,0.5
arthralgien,3,0.5
dorsalgien bereich ausstrahlung linke,3,0.5
zervikobrachialgien symptomatik jahren,3,0.5
zervikobrachialgien symptomatik jahren zugespitzt,3,0.5
vergleich früher konzentrations merkfähigkeitsstörungen,3,0.5
früher konzentrations merkfähigkeitsstörungen,3,0.5
empfunden gefühlsstörungen bereich,3,0.5
schlaf allem durchschlafstörungen beeinträchtigt,3,0.5
jahren bestehende dorsalgien bereich,3,0.5
erschöpfungssymptomen sein antrieb,3,0.5
tinnitus aurium rechts hoher,3,0.5
migräneanfall,3,0.5
entwickelt depressionen behaftet hinsichtlich,3,0.5
depressionen behaftet hinsichtlich,3,0.5
dorsalgien bereich handle intermittierende,3,0.5
jahren zervikobrachialgien schmerzen,3,0.5
einer depression,3,0.5
einem beidseitigen tinnitus,3,0.5
pfeifton tinnitus nacht,3,0.5
merkfähigkeitsstörungen wortfindungsstörung,3,0.5
migräneattacke beschreibt dann,3,0.5
gehen migräneattacke beschreibt,3,0.5
migränetagen,3,0.5
lebensjahr migräne,3,0.5
sinne eines reizdarmsyndroms,3,0.5
erschöpfung fühle erschöpft,3,0.5
intermittierenden dorsalgien bereich ausstrahlung,3,0.5
jahren verdauungsstörungen,4,0.7
meistens durchschlafstörungen gestört hinsichtlich,4,0.7
jahren einer arthrose finger,4,0.7
einer arthrose finger,4,0.7
diagnose fibromyalgie gestellt,4,0.7
durchschlafstörungen erheblich,4,0.7
schlaf durchschlafstörungen erheblich,4,0.7
schlaf durchschlafstörungen erheblich beeinträchtigt,4,0.7
durchschlafstörungen erheblich beeinträchtigt,4,0.7
dorsalgien allen etagen wirbelsäle,4,0.7
zehn jahren chronischen dorsalgien,4,0.7
geworden schlaf meistens durchschlafstörungen,4,0.7
kopfschmerzen treten woche,4,0.7
sklerose,4,0.7
erschöpfung geführt hätten aktuellen,4,0.7
zustand völliger erschöpfung geführt,4,0.7
einem zustand völliger erschöpfung,4,0.7
keine kraft konzentrations merkfähigkeitsstörungen,4,0.7
lactose,4,0.7
gefühlsstörungen bereich,4,0.7
bestehende dorsalgien,4,0.7
bestehende dorsalgien bereich,4,0.7
gedrückt zusätzlich konzentrationsstörungen merkfähigkeitsstörungen,4,0.7
einer erschöpfungssymptomatik,4,0.7
gedrückt zusätzlich konzentrationsstörungen,4,0.7
zusätzlich konzentrationsstörungen merkfähigkeitsstörungen,4,0.7
ausgeprägte erschöpfungssymptomatik,4,0.7
jahren einer erschöpfungssymptomatik,4,0.7
fibromyalgie jahren,4,0.7
migräneanfällen treten,4,0.7
sowohl einschlafstörungen,4,0.7
anderen zurückhaltend geworden konzentrationsstörungen,4,0.7
erreicht konzentrationsstörungen stimmung,4,0.7
konzentrationsstörungen stimmung,4,0.7
zervikobrachialsyndrom,4,0.7
neuroforamenstenose,4,0.7
bursitis,4,0.7
allem durchschlafstörungen beeinträchtigt,4,0.7
intermittierenden zervikobrachialgien,4,0.7
zervikobrachialgien schmerzen ziehenden,4,0.7
verlangsamung merkfähigkeitsstörungen konzentrationsstörungen,4,0.7
merkfähigkeitsstörungen konzentrationsstörungen einem,4,0.7
merkfähigkeitsstörungen konzentrationsstörungen einem gefühl,4,0.7
merkfähigkeitsstörungen konzentrationsstörungen,4,0.7
kognitiven verlangsamung merkfähigkeitsstörungen konzentrationsstörungen,4,0.7
verlangsamung merkfähigkeitsstörungen konzentrationsstörungen einem,4,0.7
neuropathischen,4,0.7
lupus erythematodes,4,0.7
ausgeprägte erschöpfungszustände deutlicher,4,0.7
konzentrationsstörungen wortfindungsstörungen begleitet dies,4,0.7
schlaf einschlafstörungen gestört hinsichtlich,4,0.7
sein schlaf einschlafstörungen gestört,4,0.7
einschlafstörungen gestört hinsichtlich,4,0.7
dorsalgien bereich ausstrahlung rechte,4,0.7
erschöpfungszustände,4,0.7
erschöpfungszustände deutlicher kognitiver,4,0.7
wortfindungsstörungen begleitet dies ausgeprägter,4,0.7
erschöpfungszustände deutlicher kognitiver einschränkung,4,0.7
wortfindungsstörungen begleitet dies,4,0.7
ausgeprägte erschöpfungszustände deutlicher kognitiver,4,0.7
ausgeprägte erschöpfungszustände,4,0.7
erschöpfungszustände deutlicher,4,0.7
einschränkung form brainfog konzentrationsstörungen,4,0.7
chronischem müdigkeitssyndrom,4,0.7
erschöpfung geführt hätten,4,0.7
völliger erschöpfung geführt hätten,4,0.7
innere unruhe konzentrations merkfähigkeitsstörungen,4,0.7
eines reizdarmsyndroms,4,0.7
restless legs syndrom symptomatik,4,0.7
einem restless legs syndrom,4,0.7
legs syndrom symptomatik,4,0.7
syndrom symptomatik,4,0.7
einem restless legs,4,0.7
einem restless,4,0.7
arten kopfschmerzen,4,0.7
kopfschmerzen überwiegend,4,0.7
rauschen tinnitus nacht vorhanden,4,0.7
