term,document_count,percent,examples
schlaf durschlafstörungen gestört,3,0.5,
durschlafstörungen gestört,3,0.5,Der Nachtschlaf sei etwas erholsamer geworden aber weiterhin sei ihr Schlaf von Ein-und Durschlafstörungen gestört. | Ihr Schlaf sei von Durschlafstörungen gestört. | Ihr Schlaf sei von Ein- und Durschlafstörungen gestört.
durschlafstörungen,3,0.5,Der Nachtschlaf sei etwas erholsamer geworden aber weiterhin sei ihr Schlaf von Ein-und Durschlafstörungen gestört. | Ihr Schlaf sei von Durschlafstörungen gestört. | Ihr Schlaf sei von Ein- und Durschlafstörungen gestört.
schlaf durschlafstörungen,3,0.5,
jahren morbus crohn,3,0.5,
raynaud,3,0.5,"Als weiteres belastendes Problem nennt die Patientin ein Raynaud-Syndrom. | Er beschreibt zudem insbesondere in den Wintermonaten stellenweise das Auftreten von Raynaud-Phänomenen. | Im Vordergrund der Beschwerden steht das Raynaud-Syndrom mit starken Schmerzen der Hände bei Kälte, eingeschränkter Beweglichkeit der Finger und kleinen Hautulzerationen an den Fingerkuppen."
syndrom energie,3,0.5,
syndrom energie kraft aufbauen,3,0.5,
durchschlafstörungen gestört morgens,3,0.5,
müdigkeitssyndrom depressive symptomatik chronische,3,0.5,
stehen chronisches müdigkeitssyndrom depressive,3,0.5,
müdigkeitssyndrom depressive symptomatik,3,0.5,
müdigkeitssyndrom depressive,3,0.5,
chronisches müdigkeitssyndrom depressive symptomatik,3,0.5,
chronisches müdigkeitssyndrom depressive,3,0.5,
diagnose gestellt,3,0.5,"Auch für diese Beschwerden wurde bislang keine eindeutige Diagnose gestellt. | Die Symptomatik sei für den Patienten einerseits stark beeinträchtigend im Alltag, andererseits psychisch belastend, da bislang keine eindeutige Diagnose gestellt werden konnte. | Bis jetzt wurde keine Diagnose gestellt."
jahr dorsalgien bereich,3,0.5,
jahr dorsalgien,3,0.5,
beschreibt tinnitus,3,0.5,
zusätzlich tinnitus stress,3,0.5,
tinnitus stress viel intensiver,3,0.5,
anhaltenden zervikobrachialgien degenerativer,3,0.5,
hoher pfeifton ausgeprägten durchschlafstörungen,3,0.5,
pfeifton ausgeprägten durchschlafstörungen,3,0.5,
jungend migräneanfällen migräne tage,3,0.5,
migräne tage monat stationären,3,0.5,
therapierelevante beschwerden anhaltenden zervikobrachialgien,3,0.5,
durchschlafstörungen gestört hinsichtlich somatischen,3,0.5,
hinaus schlaf durchschlafstörungen gestört,3,0.5,
hinaus schlaf durchschlafstörungen,3,0.5,
durchschlafstörungen beeinträchtigt morgens,3,0.5,
konzentrationsstörungen beziehungen,3,0.5,
konzentrationsstörungen beziehungen anderen,3,0.5,
migräne tage monat schmerz,3,0.5,
konzentrationsstörungen beziehungen anderen etwas,3,0.5,
myalgien,3,0.5,Am stärksten belastet sei die Patientin durch ihre ausgeprägte Müdigkeits- sowie Schmerzsymptomatik in der Form Attacken artig auftretenden Myalgien und Arthralgien sowie Hautauschlägen. | Ferner berichtet die Patientin noch über muskelkaterartige dauerhafte Myalgien der gesamten Muskulatur im Rahmen einer Fibromyalgie. | leide seit Jahren unter Polyarthralgien und –myalgien.
syndrom energie kraft,3,0.5,
kopfschmerzen spannungstyp stirn,3,0.5,
arthrose finger handgelenke stechende,3,0.5,
chronischen gastritis,3,0.5,21 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | Darüber hinaus leidet die Patientin seit über 20 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | 22 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis.
negativen chronischen gastritis,3,0.5,21 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | Darüber hinaus leidet die Patientin seit über 20 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | 22 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis.
chronischen gastritis mahlzeiten träten,3,0.5,
innere unruhe schlaf durchschlafstörungen,3,0.5,
unruhe schlaf durchschlafstörungen gestört,3,0.5,
unruhe schlaf durchschlafstörungen,3,0.5,
durchschlafstörungen gestört körperlichen,3,0.5,
durchschlafstörungen gestört körperlichen beschwerden,3,0.5,
tinnitus links,3,0.5,"Der Patient berichtet über einen seit 15–20 Jahren bestehenden Tinnitus links, der ständig vorhanden ist und in seiner Ausprägung variiert. | Seit dem klagt er über weiter bestehende Benommenheit, ziehende anhaltende Hinterkopf- und Nackenschmerzen, verzögerte Reaktionen, Tinnitus links (hohe Pfeifton), gewisse Leistungseinbuße."
durchschlafstörungen gestört befindet,3,0.5,
jahren intermittierenden zervikobrachialgien,3,0.5,
seiner jungend migräneanfällen migräne,3,0.5,
verstärkten tinnitus aurium,3,0.5,Zudem leide er unter verstärkten Tinnitus aurium rechts (hoher Pfeifton) sowie ausgeprägten Ein-und Durchschlafstörungen.
zervikobrachialgien degenerativer veränderung bestünden,3,0.5,
progredienten müdigkeitssyndrom einschätzung infolge,3,0.5,
einem progredienten müdigkeitssyndrom einschätzung,3,0.5,
müdigkeitssyndrom einschätzung infolge einer,3,0.5,
früher erreicht konzentrationsstörungen,3,0.5,
einem progredienten müdigkeitssyndrom,3,0.5,"Bei Aufnahme berichtet die Patientin, seit über zehn Jahren unter einem progredienten Müdigkeitssyndrom zu leiden, das sich ihrer Einschätzung nach infolge einer seit über 25 Jahren bestehenden Schmerzsymptomatik im Rahmen einer diagnostizierten Fibromyalgie entwickelt habe. | Bei Aufnahme berichtet die Patientin, seit über Jahren unter einem progredienten Müdigkeitssyndrom zu leiden, das sich ihrer Einschätzung nach infolge einer seit über lange Jahren bestehenden Schmerzsymptomatik entwickelt habe."
schlaf durchschlafstörungen gestört körperlichen,3,0.5,
polymyalgia rheumatica diagnostiziert,3,0.5,"In der Vergangenheit wurde bei der Patientin eine Polymyalgia rheumatica diagnostiziert, weshalb sie vorübergehend mit Kortikosteroiden behandelt wurde. | Bei dem Patienten sei im November 2018 eine Polymyalgia rheumatica diagnostiziert worden. | Die Beschwerden wurden vom Rheumatologen als Polymyalgia rheumatica diagnostiziert."
rheumatica diagnostiziert,3,0.5,"In der Vergangenheit wurde bei der Patientin eine Polymyalgia rheumatica diagnostiziert, weshalb sie vorübergehend mit Kortikosteroiden behandelt wurde. | Bei dem Patienten sei im November 2018 eine Polymyalgia rheumatica diagnostiziert worden. | Die Beschwerden wurden vom Rheumatologen als Polymyalgia rheumatica diagnostiziert."
jahren erschöpfung,3,0.5,
geworden schlaf durchschlafstörungen,3,0.5,
schlaf durchschlafstörungen beeinträchtigt hinsichtlich,3,0.5,
ösophagitis,3,0.5,"Von Januar bis März 2023 seien weitere vier Infekte aufgetreten, darunter rezidivierende Tonsillitiden sowie eine Ösophagitis. | Des weiteren Magenbeschwerden im Rahmen einer Gastroösophagealen Refluxkrankheit mit Ösophagitis, zahlreiche Nahrungsmittelunverträglichkeiten. | Darüber hinaus leidet sie seit über vierzig Jahren unter Magenbeschwerden im Rahmen einer gastroösophagealen Refluxkrankheit mit Ösophagitis, zudem bestünden zahlreiche Nahrungsmittelunverträglichkeiten."
früher erreicht konzentrationsstörungen stimmung,3,0.5,
progredienten müdigkeitssyndrom,3,0.5,"Bei Aufnahme berichtet die Patientin, seit über zehn Jahren unter einem progredienten Müdigkeitssyndrom zu leiden, das sich ihrer Einschätzung nach infolge einer seit über 25 Jahren bestehenden Schmerzsymptomatik im Rahmen einer diagnostizierten Fibromyalgie entwickelt habe. | Bei Aufnahme berichtet die Patientin, seit über Jahren unter einem progredienten Müdigkeitssyndrom zu leiden, das sich ihrer Einschätzung nach infolge einer seit über lange Jahren bestehenden Schmerzsymptomatik entwickelt habe."
müdigkeitssyndrom einschätzung,3,0.5,
körperliche erschöpfung,3,0.5,"Zudem intermittierenden Kopfschmerzen, Abgeschlagenheit, Konzentrationsstörungen, starke körperliche Erschöpfung sowie Glieder- und Gelenkschmerzen vor allem in Armen, Schultern, Händen-und Fingern, Herzklopfen vor allem beim Aufstehen mit orthostatischer Intoleranz, Sehenverschlechterung, Interesseverlust, verminderte Toleranzbreite, Reizbarkeit und Traurigkeit, schnelle Überforderung durch äußere Reize, ausgeprägte Fatique. | Im Rahmen des Aufnahmegesprächs berichtet die Patientin über eine seit etwa 1 bis 1,5 Jahren bestehende, zunehmende und persistierende körperliche Erschöpfung, begleitet von Koordinationsstörungen. | Darüber hinaus klagte die Patientin über die körperliche Erschöpfung, welche seit 2015 bestünde."
rauschen pfeifen tinnitus,3,0.5,
chronische kopfschmerzen,3,0.5,"Weitere behandlungsbedürftige Beschwerden sind chronische Kopfschmerzen, die praktisch jeden zweiten Tag auftreten und mehrere Stunden anhalten, sowie rezidivierende Migräneattacken, ein chronisches Zervikobrachialsyndrom, ein chronisches LWS-Syndrom sowie belastungsabhängige Gonalgien beidseits, welche die Patientin insbesondere beim Aufrichten aus der Hocke in den Stand deutlich limitieren. | Das erste Problem, für das sich der Patient Hilfe wünscht, sind chronische Kopfschmerzen mit einem „Kribbeln im Gehirn“, die über zwei Jahren bestehen würden."
fortgeschrittene coxarthrose,3,0.5,"Hier wurde eine fortgeschrittene Coxarthrose festgestellt. | Seit etwa März 2025 bestehen nun Schmerzen in der linken Hüfte, wo ebenfalls eine fortgeschrittene Coxarthrose diagnostiziert wurde. | Weitere behandlungsbedingten Beschwerden: Belastungsabhängige Hüftenschmerzen links durch fortgeschrittene Coxarthrose."
drehschwindel,3,0.5,"Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin: In den letzten Jahren wiederholt ungerichteter Drehschwindel, nicht sicher lageabhängig, weiterhin anhaltenden ziehenden HWS-Schmerzen mit ausgeprägter Nacken-Schulter-Verspannung, zudem intermittierende Druckkopfschmerzen und Gesichtsschmerzen (temporal beidseitig und am Jochbogen beidseits betont). | Ein weiteres somatisches Problem stellt ein seit dem Jahr 2010 bestehender Drehschwindel dar, der ebenfalls in erster Linie unter Stressbelastung auftritt. | Als Begleitsymptomatik gibt die Patientin vor allem permanente Nacken-Schulterverspannung und gelegentliche Drehschwindel an."
zwei jahren einem tinnitus,3,0.5,
coxarthrose diagnostiziert,3,0.5,"Rechts wurde eine Coxarthrose diagnostiziert, im Februar 2024 erfolgte eine operative Versorgung mit einer deutlichen Besserung der Beschwerden. | Zudem gibt sie an, dass bei ihr eine beginnende Coxarthrose diagnostiziert wurde. | Es wurde eine Coxarthrose diagnostiziert."
jahr diagnose einer,3,0.5,
jahren migräneanfällen,3,0.5,
jahren migräneanfällen treten,3,0.5,
schlaf sowohl einschlafstörungen,3,0.5,
hiatushernie,3,0.5,"Abgesehen von dem Befund einer kleinen Hiatushernie wurde bei wiederholten Untersuchungen kein relevanter organischer Befund erhoben, der die Symptomatik erklären könnte. | Kleine axiale Hiatushernie. | Im Rahmen der durchgeführten Untersuchungen zeigte sich eine Hiatushernie sowie ein gastroösophagealer Reflux."
neuralgie,3,0.5,"Ein weiteres Beschwerdebild stellt eine linksseitige Neuralgie des Nervus occipitalis major dar, die sich nach Angaben der Patientin im Zusammenhang mit einer Corona-Infektion im Januar 2023 entwickelt habe. | Zudem berichtet die Patientin, dass etwa eine Woche nach der Corona-Erkrankung (04/2023) ihre Schmerzen im Zusammenhang mit der postherpetischen Neuralgie zurückkehrten. | Weiterhin leide er unter Schmerzen im lateralen Halsbereich im Rahmen einer Occipitalis-minor-Neuralgie links in Folge einer Neuroborreliose."
müdigkeitssyndrom einschätzung infolge,3,0.5,
schneller früher erreicht konzentrationsstörungen,3,0.5,
jahren einem progredienten müdigkeitssyndrom,3,0.5,
progredienten müdigkeitssyndrom einschätzung,3,0.5,
kurzgefasst seiner jungend migräneanfällen,3,0.5,
seiner jungend migräneanfällen,3,0.5,
jungend migräneanfällen migräne,3,0.5,
anhaltenden zervikobrachialgien degenerativer veränderung,3,0.5,
beschwerden anhaltenden zervikobrachialgien,3,0.5,
beschwerden anhaltenden zervikobrachialgien degenerativer,3,0.5,
empfunden verstärkten tinnitus aurium,3,0.5,
epicondylitis humeri,3,0.5,Im Februar 2021 sei eine chronische Epicondylitis humeri radialis rechts bei Synovialitis mit Gelenkerguss rechter Ellenbogen diagnostiziert worden. | Es sei eine beidseitige Epicondylitis humeri diagnostiziert worden.
jahren bestehende dorsalgien,3,0.5,"Hinsichtlich somatischer Beschwerden berichtet die Patientin über seit zehn Jahren bestehende Dorsalgien im Bereich der Lendenwirbelsäule. | Hinsichtlich somatischer Beschwerden nennt der Patient Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben. | Als weitere somatische Beschwerden nennt die Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben."
foramenstenose,3,0.5,"Zudem bestünden seit über 20 Jahren HWS-Schmerzen (Diagnosen: Osteochondrose C5/6, C3/4, Foramenstenose C5/6, Bandscheibenprolaps C4/5). | Zudem seien eine Spinalkanalstenose auf Höhe C5/6 sowie eine Foramenstenose C6/7 bekannt. | Ostechondrose, Foramenstenose und Unkovertebralarhrose sowie NPP C6/7 links."
konzentrationsstörungen merkfähigkeitsstörungen schlaf,3,0.5,
häufig gedrückt zusätzlich konzentrationsstörungen,3,0.5,
erschöpfungssymptomen sein,3,0.5,
empfunden gefühlsstörungen,3,0.5,
konzentrationsstörungen merkfähigkeitsstörungen schlaf durchschlafstörungen,3,0.5,
charakter rauschen pfeifen tinnitus,3,0.5,
psoriasis arthritis allem finger,3,0.5,
verlangsamung merkfähigkeitsstörungen wortfindungsstörung konzentrationsstörungen,3,0.5,
störungen,3,0.5,Darüber hinaus bestehe ein Chronisches Fatigue-Syndrom mit leichten kognitiven Störungen. | Neben „Störungen“ in der Speiseröhrenperistaltik manifestiere sich die Symptomatik auch durch starke postprandiale Bauchkrämpfe und Blähungen. | Weiterhin leide sie seit Jahren unter Sensibilität Störungen und Schwäche in den Beinen im Rahmen einer axonalen Polyneuropathie.
erschöpfungssymptomatik aufgrund,3,0.5,
erstdiagnose,3,0.5,"Erstdiagnose 2023 durch die Rheumatologin Dr. | Die Erstdiagnose einer Polyneuropathie wurde 10/2019 geäußert. | Kurzgefasst handelt es sich bei der Patientin um eine seropositive, CCP-positive rheumatoide Arthritis (Erstdiagnose 1989), mit Befall der Zehen- und Fingergrundgelenke sowie des LWS-/ISG-Bereichs."
arthralgien,3,0.5,Sie habe diffuse Ödeme der Finger und Handrücken sowie Arthralgien der MCP und PIP-Gelenke mit gestörtem Faustschluss. | Am stärksten belastet sei die Patientin durch ihre ausgeprägte Müdigkeits- sowie Schmerzsymptomatik in der Form Attacken artig auftretenden Myalgien und Arthralgien sowie Hautauschlägen. | Aus Sicht der Hausärztin der Patientin könnte dies die migratorischen Arthralgien bzw.
dorsalgien bereich ausstrahlung linke,3,0.5,
zervikobrachialgien symptomatik jahren,3,0.5,
zervikobrachialgien symptomatik jahren zugespitzt,3,0.5,
vergleich früher konzentrations merkfähigkeitsstörungen,3,0.5,
früher konzentrations merkfähigkeitsstörungen,3,0.5,
empfunden gefühlsstörungen bereich,3,0.5,
schlaf allem durchschlafstörungen beeinträchtigt,3,0.5,
jahren bestehende dorsalgien bereich,3,0.5,
erschöpfungssymptomen sein antrieb,3,0.5,
tinnitus aurium rechts hoher,3,0.5,
migräneanfall,3,0.5,"Was die Migräne betrifft, habe sie 3-4 Mal im Monat einen Migräneanfall mit Dauer 2-3 Tage. | Im Oktober 2024 kam es erstmalig zu einem Migräneanfall mit Aura. | In der Regel dauert der Migräneanfall 1-2 Tage lange an."
entwickelt depressionen behaftet hinsichtlich,3,0.5,
depressionen behaftet hinsichtlich,3,0.5,
dorsalgien bereich handle intermittierende,3,0.5,
jahren zervikobrachialgien schmerzen,3,0.5,
einer depression,3,0.5,"Bei der Aufnahme berichtet Frau H., dass sie seit über vielen Jahren an körperlichen Symptomen und einer Depression leide. | Bei der Aufnahme berichtet Herr S, dass er seit über drei Jahren an körperlichen Symptomen und einer Depression leide."
einem beidseitigen tinnitus,3,0.5,Darüber hinaus leide er seit über zehn Jahren unter einem beidseitigen Tinnitus zu leiden. | Darüber hinaus leide der Patient seit über zehn Jahren unter einem beidseitigen Tinnitus zu leiden. | Zudem leidet sie seit über drei Jahren unter einem beidseitigen Tinnitus aurium mit dem Charakter eines Rauschens.
pfeifton tinnitus nacht,3,0.5,
merkfähigkeitsstörungen wortfindungsstörung,3,0.5,
migräneattacke beschreibt dann,3,0.5,
gehen migräneattacke beschreibt,3,0.5,
migränetagen,3,0.5,"An den übrigen Migränetagen dominiere hingegen eine vegetative Begleitsymptomatik mit Bauchschmerzen, Durchfall, massiven Nackenschmerzen sowie Übelkeit. | 4–6 Migränetagen pro Monat. | Derzeit komme es zu etwa 10 bis 12 Migränetagen pro Monat."
lebensjahr migräne,3,0.5,
sinne eines reizdarmsyndroms,3,0.5,"Darüber hinaus klagte der Patient seit seiner Kindheit unter ""Verdauungsbeschwerden“ im Sinne eines Reizdarmsyndroms."
erschöpfung fühle erschöpft,3,0.5,
intermittierenden dorsalgien bereich ausstrahlung,3,0.5,
jahren verdauungsstörungen,4,0.7,
meistens durchschlafstörungen gestört hinsichtlich,4,0.7,
jahren einer arthrose finger,4,0.7,
einer arthrose finger,4,0.7,
diagnose fibromyalgie gestellt,4,0.7,"Es wurde bereits vor Jahren eine Diagnose Fibromyalgie gestellt. | Im Jahr 2021 wurde die Diagnose Fibromyalgie gestellt. | Bezüglich der oben genannten Muskel- und Gelenkschmerzen gibt der Patient an, dass im Mai 2023 durch einen Neurologen die Diagnose Fibromyalgie gestellt worden sei. | Im Jahr 2017 wurde es eine Diagnose Fibromyalgie gestellt."
durchschlafstörungen erheblich,4,0.7,"Der Schlaf ist von Ein- und Durchschlafstörungen erheblich beeinträchtigt. | Sie berichtet, dass ihr Schlaf durch Ein- und Durchschlafstörungen erheblich beeinträchtigt ist. | Sein Schlaf sei durch Ein- und Durchschlafstörungen erheblich beeinträchtigt."
schlaf durchschlafstörungen erheblich,4,0.7,
schlaf durchschlafstörungen erheblich beeinträchtigt,4,0.7,
durchschlafstörungen erheblich beeinträchtigt,4,0.7,"Der Schlaf ist von Ein- und Durchschlafstörungen erheblich beeinträchtigt. | Sie berichtet, dass ihr Schlaf durch Ein- und Durchschlafstörungen erheblich beeinträchtigt ist. | Sein Schlaf sei durch Ein- und Durchschlafstörungen erheblich beeinträchtigt."
dorsalgien allen etagen wirbelsäle,4,0.7,
zehn jahren chronischen dorsalgien,4,0.7,
geworden schlaf meistens durchschlafstörungen,4,0.7,
kopfschmerzen treten woche,4,0.7,
sklerose,4,0.7,"Darüber hinaus bestehe bei der Patientin eine limitierte kutane Sklerose, ehemals CREST- Syndrom. | Sowohl sie selbst als auch ihre behandelnden Ärzt: innen gehen von einem multifaktoriellen Hintergrund aus, wobei insbesondere ihre Multiple Sklerose sowie die bekannten degenerativen Veränderungen der Lendenwirbelsäule maßgeblich beteiligt seien. | In diesem Zusammenhang berichtet er unter anderem über ein ausgeprägtes Völlegefühl nach dem Essen Darüber hinaus äußert der Patient den Wunsch, mit Unterstützung der Traditionellen Chinesischen Medizin eine möglichst stabile Dauerkontrolle seiner Multiplen Sklerose mit sekundär chronischem Verlauf zu erreichen. | Kurz gefasst ist bei der Patientin seit über 19 Jahren eine systemische Sklerose mit progredientem Verlauf bekannt."
erschöpfung geführt hätten aktuellen,4,0.7,
zustand völliger erschöpfung geführt,4,0.7,"Als Hauptursache nennt die Patientin sowohl eine berufliche Belastung als auch eine familiäre Überforderung, die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten. | Als Hauptursache nennt die Patientin eine ausgeprägte berufliche Belastung die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten."
einem zustand völliger erschöpfung,4,0.7,"Als Hauptursache nennt die Patientin sowohl eine berufliche Belastung als auch eine familiäre Überforderung, die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten. | Als Hauptursache nennt die Patientin eine ausgeprägte berufliche Belastung die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten."
keine kraft konzentrations merkfähigkeitsstörungen,4,0.7,
lactose,4,0.7,"Die Reizdarmsymptomatik äußert sich vor allem in Form von Durchfällen, Blähbauch, Übelkeit sowie mehreren Nahrungsmittelunverträglichkeiten (Lactose, Gluten, Soja…). | Lactose, Weizen, Schweinfleisch...). | Innerhalb durchgeführter Diagnostik sei eine Lactose-, Fructose- Glutenunverträglichkeit festgestellt worden. | Fructose, Lactose, Paprika, Tomate, Aubergine, Karotte, Blumenkohl, roher Zwiebel, Knoblauch, ...)."
gefühlsstörungen bereich,4,0.7,
bestehende dorsalgien,4,0.7,"Hinsichtlich somatischer Beschwerden berichtet die Patientin über seit zehn Jahren bestehende Dorsalgien im Bereich der Lendenwirbelsäule. | Hinsichtlich somatischer Beschwerden nennt der Patient Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben. | Als weitere somatische Beschwerden nennt die Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben. | Die Patientin berichtet über seit mehreren Monaten bestehende Dorsalgien im Bereich der Lendenwirbelsäule."
bestehende dorsalgien bereich,4,0.7,
gedrückt zusätzlich konzentrationsstörungen merkfähigkeitsstörungen,4,0.7,
einer erschöpfungssymptomatik,4,0.7,"Zudem berichtet die Patientin, seit über zehn Jahren unter einer Erschöpfungssymptomatik zu leiden. | Zudem berichtet die Patientin, seit über drei Jahren unter einer Erschöpfungssymptomatik zu leiden. | Zudem berichtet die Patientin, seit Jahren unter einer Erschöpfungssymptomatik zu leiden. | Zusätzlich gibt der Patient an, seit vielen Jahren immer wieder unter einer Erschöpfungssymptomatik zu leiden."
gedrückt zusätzlich konzentrationsstörungen,4,0.7,
zusätzlich konzentrationsstörungen merkfähigkeitsstörungen,4,0.7,
ausgeprägte erschöpfungssymptomatik,4,0.7,"Der Patient berichtet über eine seit längerem bestehende ausgeprägte Erschöpfungssymptomatik mit deutlicher Antriebslosigkeit, verminderter Belastbarkeit und reduzierter Leistungsfähigkeit im beruflichen wie privaten Alltag. | 20 Jahren unter eine ausgeprägte Erschöpfungssymptomatik, die durch ausufernde Belastung sowohl im beruflichen als auch familiärer Umfeld entstanden sei. | „gesundheitliche Geschichte“ entwickelte der Patient eine ausgeprägte Erschöpfungssymptomatik. | Weiterhin er berichtet er über ausgeprägte Erschöpfungssymptomatik."
jahren einer erschöpfungssymptomatik,4,0.7,
fibromyalgie jahren,4,0.7,
migräneanfällen treten,4,0.7,
sowohl einschlafstörungen,4,0.7,Ihr Schlaf ist gestört – sowohl Einschlafstörungen als auch gelegentliche Durchschlafstörungen und frühmorgendliches Erwachen treten auf.
anderen zurückhaltend geworden konzentrationsstörungen,4,0.7,
erreicht konzentrationsstörungen stimmung,4,0.7,
konzentrationsstörungen stimmung,4,0.7,
zervikobrachialsyndrom,4,0.7,"Weitere behandlungsbedürftige Beschwerden sind chronische Kopfschmerzen, die praktisch jeden zweiten Tag auftreten und mehrere Stunden anhalten, sowie rezidivierende Migräneattacken, ein chronisches Zervikobrachialsyndrom, ein chronisches LWS-Syndrom sowie belastungsabhängige Gonalgien beidseits, welche die Patientin insbesondere beim Aufrichten aus der Hocke in den Stand deutlich limitieren. | Die Patientin berichtet über ein seit mehreren Jahren bestehendes Zervikobrachialsyndrom."
neuroforamenstenose,4,0.7,"Es wurden bei der Patientin mehrsegmentales degeneratives LWS-Syndrom mit Osteochondrose L3-S1, Spondylose L3-S1, Spondylarthrose L3-S1, sowie Neuroforamenstenose L3-S1 diagnostizier. | Am 23.10.2024 erfolgte eine mikrochirurgische Dekompression LWK 4/5 links bei biradikulärem Wurzelkompressionssyndrom L4 und L5 links infolge einer Synovialzyste und Neuroforamenstenose. | Magnetresonanztomographisch wurde am 29.03.2014 ein rechts paramedian subligamentärer NPP L4/5 mit Thekalsackpelottierung neben einer bilateralen Spondylarthrose L5/S1 ohne knöcherne Spinalkanal oder Neuroforamenstenose nachgewiesen. | Die MRT der LWS vom 02.09.2019 zeigte unter anderem eine hochgradige Spinalstenose im Segment LWK3/4, Spondylolisthese in Höhe LWK5/SWK 1 und in den unteren drei LWS-Segmenten hochgradige Neuroforamenstenose."
bursitis,4,0.7,"Es wurde eine chronische Bursitis trochanterica als eventuelle Ursache von Beschwerden diskutiert. | Es wurde hier eine Haglund Ferse mit Bursitis subachillea rechts mit Ansatznahen Verkalkungen der Achillessehne festgestellt. | Orthopädisch wurden ein Impingement-Syndrom, eine aktivierte Akromioklavikulargelenkarthrose sowie eine Bursitis subacromialis und subdeltoidea im linken Schultergelenk diagnostiziert. | Diagnostiziert wurde ein longitudinaler Partialriss der langen Bizepssehne bis in den Bizepsanker, begleitet von einer leichten Bursitis subacromialis-subdeltoideus sowie einer Peritendinitis."
allem durchschlafstörungen beeinträchtigt,4,0.7,
intermittierenden zervikobrachialgien,4,0.7,"Weiterhin klagte die Patientin über Jahren unter intermittierenden Zervikobrachialgien. | Die Patientin berichtet außerdem, dass sie seit einem Autounfall im Jahr 2009 unter intermittierenden Zervikobrachialgien leidet, begleitet von gelegentlichen Blockaden. | Hinsichtlich weiteren somatischer Beschwerden klagte die Patientin seit über sechs Jahren unter intermittierenden Zervikobrachialgien mit sehr weniger schmerzfreien Phasen. | Hinsichtlich somatischer Beschwerden klagte die Patientin seit zwanzig Jahren unter intermittierenden Zervikobrachialgien."
zervikobrachialgien schmerzen ziehenden,4,0.7,
verlangsamung merkfähigkeitsstörungen konzentrationsstörungen,4,0.7,
merkfähigkeitsstörungen konzentrationsstörungen einem,4,0.7,
merkfähigkeitsstörungen konzentrationsstörungen einem gefühl,4,0.7,
merkfähigkeitsstörungen konzentrationsstörungen,4,0.7,
kognitiven verlangsamung merkfähigkeitsstörungen konzentrationsstörungen,4,0.7,
verlangsamung merkfähigkeitsstörungen konzentrationsstörungen einem,4,0.7,
neuropathischen,4,0.7,"Kurzgefasst leide die Patientin seit über 7 Jahren unter einem multilokulären neuropathischen Schmerzsyndrom mit Crampi-Symptomatik bei Polyneuropathie sei. | Vom stationären Aufenthalt erhofft sich der Patient eine Linderung der neuropathischen Schmerzsymptomatik sowie eine Stabilisierung seines vegetativen Gesamtzustandes. | Die Symptome mit Taubheitsgefühlen, Paresen an der unteren Extremität sowie neuropathischen Beschwerden haben sich in den letzten Monaten nach neurologischen Befunden als auch subjektiv im Erleben des Pat. | Beim Patienten wurde eine axonale Polyneuropathie mit neuropathischen Schmerzen diagnostiziert (DD: Restless-Legs-Syndrom)."
lupus erythematodes,4,0.7,"Sjögren-Syndrom, mit kutanem Lupus erythematodes sowie der chronischen Schmerzbelastung sieht. | Lupus erythematodes festgestellt. | Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei dem Patienten ist seit vielen Jahren ein kutaner Lupus erythematodes bekannt. | Zudem leidet die Patientin seit Jahren unter Beschwerden im Rahmen des systemischen Lupus erythematodes (ED 2007)."
ausgeprägte erschöpfungszustände deutlicher,4,0.7,
konzentrationsstörungen wortfindungsstörungen begleitet dies,4,0.7,
schlaf einschlafstörungen gestört hinsichtlich,4,0.7,
sein schlaf einschlafstörungen gestört,4,0.7,
einschlafstörungen gestört hinsichtlich,4,0.7,
dorsalgien bereich ausstrahlung rechte,4,0.7,
erschöpfungszustände,4,0.7,Aktuell bestehen ausgeprägte Erschöpfungszustände mit deutlicher kognitiver Einschränkung in Form von „Brainfog“ (Konzentrationsstörungen und Wortfindungsstörungen).
erschöpfungszustände deutlicher kognitiver,4,0.7,
wortfindungsstörungen begleitet dies ausgeprägter,4,0.7,
erschöpfungszustände deutlicher kognitiver einschränkung,4,0.7,
wortfindungsstörungen begleitet dies,4,0.7,
ausgeprägte erschöpfungszustände deutlicher kognitiver,4,0.7,
